Name,Chain,Address,Lat,Lng,Arktika,Arktika eriti kange,X-TREME,Black
Olerex Aseri,Olerex,"Tankla, Koogu, 43404 Ida-Viru maakond",59.438829,26.8081555,,,,
Olerex Elva,Olerex,"Valga mnt 3, Elva Linn, Tartumaa 61504     ",58.2212428,26.4057457,,,,
Olerex Enge,Olerex,"Jädivere küla, Vigala vald, Raplamaa 78013     ",58.7070278,24.4420725,,,,
Olerex Haage tankla,Olerex,"Side põik 1a, Haage küla, Tähtvere vald vald, Tartumaa 61402 ",58.3564018,26.6209346,,,,
Olerex Haapsalu,Olerex,"Tallinna mnt 75, Uuemõisa alevik, Ridala vald, Läänemaa 90401     ",58.9384394,23.5731852,,,,
Olerex Iisaku,Olerex,"Tartu mnt. 67, Iisaku alevik, Iisaku vald, Ida-Virumaa 41101     ",59.0823755,27.3167928,,,,
Olerex Jõelähtme,Olerex,"Kivisilla tee 1, Jõelähtme küla, Jõelähtme vald, Harjumaa 74202     ",59.4408071,25.1374691,,,,
Olerex Jõgeva,Olerex,"Estakaadi 1, Jõgeva linn, Jõgevamaa 48303 ",58.7451738,26.4005455,,,,
Olerex Järva-Jaani,Olerex,"Koeru tee 21, Järva-Jaani alev, Järva-Jaani vald, Järvamaa 73301     ",59.0331352,25.8904669,,,,
Olerex Jüri,Olerex,"Viadukti põik 6, Pildiküla, Rae vald, Harjumaa 75308     ",59.3592502,24.8743554,,,,
Olerex Keila,Olerex,"Põhjakaare 8, Keila, Harjumaa 76610",59.3123544,24.4275265,,,,
Olerex Kilingi-Nõmme,Olerex,"Kalmistu tee 2, Saarde küla, Pärnumaa 86213     ",58.1438375,24.960579,,,,
Olerex Kiviõli,Olerex,"Vabaduse pst. 25, Kiviõli linn, Ida-Virumaa 43125   ",59.3646745,26.9680689,,,,
Olerex Kunda,Olerex,"Selja tee 7, Kunda linn, Lääne-Virumaa 44107    ",59.4956946,26.5167688,,,,
Olerex Kuressaare,Olerex,"Tallinna tn. 84, Kuressaare linn, Saaremaa 93815    ",58.2646486,22.5135686,,,,
Olerex Kvissentali,Olerex,"Aruküla tee 1, Tartu linn",58.3987057,26.7095358,,,,
Olerex Käina,Olerex,"Mäe tn. 2, Käina alevik, Käina vald, Hiiumaa 92101   ",58.829102,22.7738055,,,,
Olerex Kärdla,Olerex,"Kõrgessaare mnt. 45, Kärdla linn, Hiiumaa 92412   ",58.9945521,22.721862,,,,
Olerex Lemmatsi,Olerex,"Lemmatsi küla, Ülenurme vald, Tartumaa 61702     ",58.3293662,26.6066646,,,,
Olerex Lihula,Olerex,"Alaküla tee 22, Hälvati küla, Lihula vald, Läänemaa 90303     ",58.6849895,23.8094479,,,,
Olerex Lähte,Olerex,"Kase tn 2, Lähte alevik, Tartu vald, Tartumaa 60502     ",58.4907485,26.6818518,,,,
Olerex Maardu,Olerex,"Keemikute 1, Maardu linn, Harjumaa 74111     ",59.4705782,25.0164351,,,,
Olerex Mustvee,Olerex,"Tartu tn 74, Mustvee linn, Jõgevamaa 49604 ",58.8481406,26.9153244,,,,
Olerex Märjamaa Uus tn,Olerex,"Uus tn 6, Märjamaa alev, Raplamaa 78304     ",58.8946388,24.4163907,,,,
Olerex Narva,Olerex,"Tallinna mnt 73, Narva linn, Ida-Virumaa 20606     ",59.3848126,28.1580338,,,,
Olerex Paide Raudtee,Olerex,"Raudtee 37, Paide linn, Järvamaa 72715     ",58.8874598,25.5414031,,,,
Olerex Paide Tallinnamnt,Olerex,"Tallinna 59, Paide linn, Järvamaa 72720",58.8946481,25.57127,,,,
Olerex Põltsamaa,Olerex,"Puhu rist, Tallinn–Tartu–Võru–Luhamaa, 48014 Jõgeva maakond",58.6622694,25.9888978,,,,
Olerex Põlva,Olerex,Olerex Põlva,58.0600244,27.0482754,,,,
Olerex Pärnu Laki,Olerex,"Laki 8, Pärnu linn, Pärnumaa 80010     ",58.3746259,24.552973,,,,
Olerex Pärnu Mai,Olerex,"Mai 6, Pärnu linn, Pärnumaa 80022    ",58.3712402,24.5378633,,,,
Olerex Pärnu Papsaare,Olerex,"Papsaare küla, Pärnumaa 88317     ",58.4061707,24.4237596,,,,
Olerex Pärnu Tallinna mnt,Olerex,"Tallinna mnt. 95, Pärnu linn, Pärnumaa 80043   ",58.4096624,24.4942526,,,,
Olerex Rakvere Piira,Olerex,"Piira, Mäetaguse küla, Vinni vald, Lääne-Virumaa 46607 ",59.3270634,26.3975384,,,,
Olerex Rakvere Põhjakeskus,Olerex,"Haljala tee 17, Tõrramäe küla, Rakvere vald, Lääne-Virumaa 44415  ",59.3621835,26.3347231,,,,
Olerex Rakvere Rägavere 2,Olerex,"Rägavere tee 2, Rakvere linn, Lääne-virumaa 44312    ",59.3452875,26.3684525,,,,
Olerex Rakvere Rägavere 50,Olerex,"Rägavere tee 50, Rakvere linn, Lääne-Virumaa 44312  ",59.3377826,26.3861923,,,,
Olerex Rapla,Olerex,"Kastani 9, Rapla linn, Raplamaa 79514     ",58.9944133,24.7979286,,,,
Olerex Räpina,Olerex,"Vabaduse 2, Räpina linn, Põlvamaa 64506     ",58.1016289,27.4581598,,,,
Olerex Saue,Olerex,"Tule 51, Saue linn, Harjumaa 76505     ",59.3127718,24.5625936,,,,
Olerex Sauga,Olerex,"Jänesselja tn.9, Sauga alevik, Pärnumaa 85008    ",58.4306066,24.498342,,,,
Olerex Sillamäe,Olerex,"Tallinna mnt 9, Sillamäe linn, Ida-Virumaa 40233     ",59.3910492,27.773484,,,,
Olerex Sindi,Olerex,"Ringi 5c, Sindi linn, Pärnumaa 86703   ",58.4047085,24.6603776,,,,
Olerex Soe,Olerex,"Soe küla, Tarvastu vald, Viljandimaa 69712     ",58.2103398,25.9362835,,,,
Olerex Suure-Jaaniautomaat/pood,Olerex,"Jaama 31, Suure-Jaani linn, Suure-Jaani vald, Viljandimaa 71502     ",58.5364099,25.4845293,,,,
Olerex Tallinn Ahtri,Olerex,"Ahtri 6B, Tallinn, Harjumaa 10151     ",59.4397247,24.7594441,,,,
Olerex Tallinn Harkujärve,Olerex,"Paldiski maantee 150, Harkujärve küla, Harku vald, Harjumaa 76912     ",59.4073642,24.6177305,,,,
Olerex Tallinn Kadaka tankla,Olerex,"CM56+MF Tallinn, Harju maakond",59.4091875,24.6611875,,,,
Olerex Tallinn Kivila,Olerex,"Kivila 28, Tallinn, Harjumaa 13917     ",59.4435162,24.874834,,,,
Olerex Tallinn Laagna,Olerex,"Laagna Tee 13, Tallinn, Harjumaa 13618     ",59.4362423,24.8092307,,,,
Olerex Tallinn Laki,Olerex,"Laki 29, Tallinn, Harjumaa 12915  ",59.4099676,24.6755034,,,,
Olerex Tallinn Linnu tee,Olerex,"Linnu tee 64, Tallinn 13418",59.4128367,24.708874,,,,
Olerex Tallinn Peetri,Olerex,"Tartu mnt 169, Peetri alevik, Rae vald",59.4009178,24.8162722,,,,
Olerex Tallinn Peterburi,Olerex,"Peterburi tee 38/4, Tallinn, Harjumaa 11415",59.4260516,24.8106736,,,,
Olerex Tallinn Punane,Olerex,"Punane 16A, Tallinn, Harjumaa 13619",59.4324154,24.823463,,,,
Olerex Tallinn Sõle,Olerex,"Sõle tn 51B, Tallinn, Harjumaa 10318",59.4452378,24.7016729,,,,
Olerex Tallinn Sõpruse,Olerex,"Sõpruse pst 261, Tallinn, Harjumaa 13414     ",59.3977044,24.6770439,,,,
Olerex Tallinn Tammsaare,Olerex,"Tammsaare tee 53A, Tallinn, Harjumaa 11316 ",59.4018965,24.709882,,,,
Olerex Tallinn Tondi tankla,Olerex,"Tondi 6, Tallinn, Harjumaa 11313  ",59.4148788,24.7386651,,,,
Olerex Tallinn Tondiraba,Olerex,"Tondiraba 1, Tallinn, Harjumaa 13916     ",59.451464,24.8541399,,,,
Olerex Tallinn Vabaduse,Olerex,"Vabaduse pst. 158, Tallinn, Harjumaa 10917   ",59.3667098,24.6459726,,,,
Olerex Tallinn Õismäe,Olerex,"Õismäe tee 155a/157, Tallinn, Harjumaa 13518    ",59.4199729,24.6463402,,,,
Olerex Tapa,Olerex,"Pikk 70, Tapa linn, Lääne-Virumaa 45106   ",59.2533426,25.9750205,,,,
Olerex Tartu Ringtee tankla,Olerex,"Ringtee 28, Tartu, Tartumaa 51013     ",58.3434143,26.7375106,,,,
Olerex Tartu Räni,Olerex,"Aardla 107, Tartu Linn, Tartumaa 50414     ",58.3539978,26.6859842,,,,
Olerex Tartu Vahi,Olerex,"Vahi 5, Vahi alev, Tartu vald, Tartumaa 50304    ",58.3990813,26.735714,,,,
Olerex Tartu Veeriku automaat/pood,Olerex,"Veeriku 1, Tartu Linn, Tartumaa 50407     ",58.3755593,26.6953435,,,,
Olerex Tõrva,Olerex,"Valga tn. 72, Tõrva linn, Valgamaa 68606     ",57.9910651,25.9402374,,,,
Olerex Türi,Olerex,"Tehnika 6, Lokuta küla, Järvamaa 72231     ",58.8140672,25.4036201,,,,
Olerex Valga,Olerex,"Transpordi 2, Valga linn, Valgamaa 68205     ",57.7903799,26.0495008,,,,
Olerex Vastseliina tankla,Olerex,"Tootmise 2, Vastseliina alevik, Vastseliina vald vald, Võrumaa 65201",57.7317463,27.2734857,,,,
Olerex Viimsi,Olerex,"Muuli tee 2/Ranna tee 15, Miiduranna küla, Viimsi vald, Harjumaa 74015  ",59.4979164,24.8287759,,,,
Olerex Viljandi,Olerex,"Metsküla tee 9, Viljandi linn, Viljandimaa 71020     ",58.3648207,25.5622783,,,,
Olerex Viljandi Mustivere tankla,Olerex,"Eerikaru 2, Mustivere; Viljandimaa",58.3721192,25.5632946,,,,
Olerex Võru Räpina,Olerex,"Räpina mnt. 18, Võru linn, Võrumaa 65606     ",57.8440286,27.0206506,,,,
Olerex Võru Tallinna,Olerex,"Tallinna mnt. 38, Võru linn, Võrumaa 65605     ",57.8589539,26.9766138,,,,
Olerex Värska tankla,Olerex,"Pikk tn 36, Värska alevik,Värska vald vald, Põlvamaa 64001",57.9532291,27.640526,,,,
Olerexi Tartu Jaama automaat/pood,Olerex,"Jaama 82, Tartu linn, Tartumaa 50605     ",58.3809277,26.7554829,,,,
R-Kiosk Balti Jaam,R-Kiosk,"Toompuiestee 37, Tallinn",59.4407022,24.7377017,,,,
R-Kiosk Energia,R-Kiosk,"Kaubamaja 4, Tallinn",59.4349941,24.7553999,,,,
R-Kiosk Forelli Neste,R-Kiosk,"Mustamäe tee 22, Tallinn",59.418932,24.6938136,,,,
R-Kiosk Haapsalu Posti,R-Kiosk,"Tallinna maantee 1, Haapsalu",58.9403374,23.542332,,,,
R-Kiosk Jõhvi Bussijaam,R-Kiosk,"Narva maantee 8, Jõhvi",59.3579257,27.4178442,,,,
R-Kiosk Jõhvi Tsentraal,R-Kiosk,"Keskväljak 4, Jõhvi",59.3582983,27.4140411,,,,
R-Kiosk Kadaka Neste,R-Kiosk,"Kadaka tee 60, Tallinn",59.4117189,24.6647713,,,,
R-Kiosk Katleri,R-Kiosk,"Katleri 11, Tallinn",59.4509214,24.8497029,,,,
R-Kiosk Kaubamaja,R-Kiosk,"Estonia pst 1, Tallinn",59.4352123,24.7549293,,,,
R-Kiosk Kodutarvete sise,R-Kiosk,"Narva mnt 23, Tallinn",59.4385691,24.7702481,,,,
R-Kiosk Kohtla-Järve Kalevi,R-Kiosk,"Kalevi 25a,  Kohtla-Järve",59.4052054,27.2834672,,,,
R-Kiosk Kohtla-Järve Maleva sise,R-Kiosk,"Maleva 25d, Kohtla-Järve",59.3284945,27.4215723,,,,
R-Kiosk Kohtla-Järve Vironia,R-Kiosk,"Järveküle tee 50, Kohtla-Järve",59.39799,27.2859099,,,,
R-Kiosk Kohtla-Järve Virula Väljak,R-Kiosk,"Keskalle 7b, Kohtla-Järve",59.402426,27.2883507,,,,
R-Kiosk Kopli,R-Kiosk,"Sõle 61, 10313 Tallinn",59.4492317,24.6971291,,,,
R-Kiosk Kristiine sise,R-Kiosk,"Endla 45, Tallinn",59.4269732,24.7227894,,,,
R-Kiosk Kuressaare Kesklinn,R-Kiosk,"Tallinna 8,  Kuressaare",58.2532151,22.4865631,,,,
R-Kiosk Laagri Neste,R-Kiosk,"Pärnu mnt 453e, Tallinn",59.359943,24.631696,,,,
R-Kiosk Laikmaa,R-Kiosk,"Viru väljak 4, Tallinn",59.4365146,24.7559338,,,,
R-Kiosk Lauteri,R-Kiosk,"Lauteri 7, Tallinn",59.4309534,24.7586325,,,,
R-Kiosk Magistrali keskus,R-Kiosk,"Sõpruse puiestee 201/203, Tallinn",59.4016009,24.697653,,,,
R-Kiosk Marja Neste,R-Kiosk,"Mustamäe tee 39, Tallinn",59.4228977,24.6992757,,,,
R-Kiosk Mustamäe keskus,R-Kiosk,"A.H. Tammsaare tee 104a, Tallinn",59.4085978,24.6888597,,,,
R-Kiosk Narva Astri Keskus,R-Kiosk,"Tallinna mnt. 41, Narva",59.3809406,28.175865,,,,
R-Kiosk Narva Fama Keskus,R-Kiosk,"Tallinna mnt. 19c, Narva",59.3797783,28.1873398,,,,
R-Kiosk Nunne,R-Kiosk,"Nunne 25, Tallinn",59.4394575,24.7394002,,,,
R-Kiosk Nurmenuku Keskus,R-Kiosk,R-Kiosk Nurmenuku Keskus,59.4137955,24.6545221,,,,
R-Kiosk Peterburi Neste,R-Kiosk,"Peterburi tee 52, 11415 Tallinn",59.426728,24.8230024,,,,
R-Kiosk Pirita,R-Kiosk,"Merivälja tee 1, Tallinn",59.4666955,24.832463,,,,
R-Kiosk Postimaja,R-Kiosk,"Narva mnt 1, Tallinn",59.4376919,24.7562353,,,,
R-Kiosk Pritsumaja,R-Kiosk,"Vana-Viru 14, Tallinn",59.4369623,24.7525449,,,,
R-Kiosk Pärnu Atlantika,R-Kiosk,"Tallinna mnt. 2,  Pärnu",58.3907363,24.4949878,,,,
R-Kiosk Pärnu Bussijaama Kohvik,R-Kiosk,"Pikk 13, Pärnu",58.3856013,24.5050428,,,,
R-Kiosk Pärnu Kaubamajakas,R-Kiosk,"Papiniidu 8/10, Pärnu",58.3709803,24.5513347,,,,
R-Kiosk Pärnu Maxima,R-Kiosk,"Riia mnt. 131, Pärnu",58.3745347,24.5370998,,,,
R-Kiosk Pärnu mnt Cafe,R-Kiosk,1240 Pärnu mnt Cafe Tallinn,59.4342231,24.7471654,,,,
R-Kiosk Pärnu Neste,R-Kiosk,"Riia mnt 11a, Pärnu",58.3852613,24.5132523,,,,
R-Kiosk Rakvere Kroonikeskuse/ Põhjakeskus,R-Kiosk,"Haljala tee, Rakvere",59.3623037,26.3350744,,,,
R-Kiosk Rautakesko Tondi,R-Kiosk,"Tammsaare 49, Tallinn",59.4015914,24.7132701,,,,
R-Kiosk Rocca-al-Mare Kaubanduskeskus,R-Kiosk,"R-Kiosk Rocca al Mare Kaubanduskeskus, Paldiski maantee 102, 13522 Tallinn",59.4258089,24.6545248,,,,
R-Kiosk Rocca-al-Mare Neste,R-Kiosk,"Paldiski maantee 98, 13522 Tallinn",59.427393,24.66076,,,,
R-Kiosk Roosikrantsi,R-Kiosk,"Roosikrantsi 2, Tallinn",59.4323665,24.7430231,,,,
R-Kiosk Rotermanni,R-Kiosk,"Rotermanni 18, Tallinn",59.4395223,24.7575145,,,,
R-Kiosk Rüütli Combo,R-Kiosk,"Rüütli 41, Pärnu",58.3846288,24.5025808,,,,
R-Kiosk Sadama A Terminal,R-Kiosk,"Sadama 25A/2,  Tallinn",59.4481212,24.760209,,,,
R-Kiosk Sadama D Terminal,R-Kiosk,"Lootsi 13, Tallinn",59.4430842,24.7633338,,,,
R-Kiosk Sillamäe Viru pst.,R-Kiosk,"Viru Pst. 2a, Sillamäe",59.3927839,27.7759013,,,,
R-Kiosk Smuuli Neste,R-Kiosk,"Punane 43, Tallinn",59.434629,24.832231,,,,
R-Kiosk Sõle Neste,R-Kiosk,"Sõle 25a, Tallinn",59.438065,24.7081343,,,,
R-Kiosk Sõpruse Neste,R-Kiosk,"Sõpruse pst. 225, Tallinn",59.3992639,24.6893232,,,,
R-Kiosk T1 Kaubanduskeskus,R-Kiosk,"Peterburi tee 2h, Tallinn",59.4247897,24.7931394,,,,
R-Kiosk Tallinna Bussijaama ootesaal,R-Kiosk,"Lastekodu 46, Tallinn",59.4274085,24.7740136,,,,
R-Kiosk Tallinna Bussijaama välikiosk,R-Kiosk,"Lastekodu 46, Tallinn",59.4274085,24.7740136,,,,
R-Kiosk Tallinna Lennujaama sisetsoon,R-Kiosk,"Tartu mnt 101, Tallinn",59.416347,24.799693,,,,
R-Kiosk Tallinna Lennujaama välitsoon,R-Kiosk,"Tartu mnt 101, Tallinn",59.416347,24.799693,,,,
R-Kiosk Tartu Bussijaam,R-Kiosk,"Turu 2, Tartu",58.3777874,26.7306948,,,,
R-Kiosk Tartu Kvartali Keskus,R-Kiosk,"Riia 2, Tartu",58.3770875,26.7294177,,,,
R-Kiosk Tartu Küüni,R-Kiosk,"Vanemuise 1, Tartu",58.378783,26.7261004,,,,
R-Kiosk Tartu Neste BiteStop,R-Kiosk,"Ringtee 60a, Tartu",58.3754479,26.6783411,,,,
R-Kiosk Uus Pae,R-Kiosk,"Pae 64, 13620 Tallinn",59.4355909,24.8191538,,,,
R-Kiosk Vabaduse Tunnel,R-Kiosk,"Vabaduse väljak 7, 10146 Tallinn",59.4326266,24.7440525,,,,
R-Kiosk Vabaduse Väljak,R-Kiosk,"Vabaduse Väljak 1, Tallinn",59.4337005,24.7451968,,,,
R-Kiosk Viljandi Bussijaam,R-Kiosk,"Ilmarise 1, Viljandi",58.3692277,25.5986568,,,,
R-Kiosk Viru Bussiterminal,R-Kiosk,"Viru Väljak 4, Tallinn",59.4365146,24.7559338,,,,
R-Kiosk Viru Keskus,R-Kiosk,"Viru Väljak 4, Tallinn",59.4365146,24.7559338,,,,
R-Kiosk Viru Tunnel,R-Kiosk,"Viru Väljak 4, Tallinn",59.4365146,24.7559338,,,,
R-Kiosk Väike-Õismäe,R-Kiosk,R-Kiosk Väike-Õismäe,59.4123164,24.6387968,,,,
R-Kiosk Ülemiste Center,R-Kiosk,"Suur-Sõjamäe 4, Tallinn",59.4219071,24.7944225,,,,
R-Kiosk Ülemiste City,R-Kiosk,"Suur-Sõjamäe 4, Tallinn",59.4219071,24.7944225,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4528563,24.8744626,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4492306,24.6970997,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4427623,24.8757648,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4356295,24.8204298,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4314949,24.7133869,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4438755,24.6944147,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4315163,24.7697293,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4802588,25.0158084,,,,
Regalia Kaubandus,Regalia Kaubandus,Tõnismägi 1 Tallinn,59.4318386,24.7407429,,,,
Snape Viru,Snape,"Viru tänav 27a, 10111",59.4367385,24.7519282,,,,
Snape Õismäe,Snape,"Õismäe tee 1b, Ehitajate tee 107, 13511",59.413533,24.65501,,,,
Super Alko Kaubamajaka,Super Alko,"Papiniidu 8, Pärnu, 80010 Pärnu maakond",58.369777,24.5509614,,,,
SuperAlko Anne,Super Alko,"Kaunase pst 81 a, Tartu 50708",58.3735004,26.7758451,,,,
SuperAlko Haapsalu,Super Alko,"Lihula mnt 3, Haapsalu",58.9388167,23.5421595,,,,
SuperAlko Kuressaare,Super Alko,"Pihtla tee 24, Kuressaare, Saare vald",58.2535144,22.5029493,,,,
SuperAlko Linnamäe,Super Alko,Linnamäe tee 17 Tallinn 13912,59.4497021,24.8678923,,,,
SuperAlko Magdaleena,Super Alko,"Pärnu mnt 107/109, Tallinn 11312",59.4163181,24.7407182,,,,
SuperAlko Mai,Super Alko,"Metsa 13, Pärnu",58.3714817,24.5408761,,,,
SuperAlko Rüütli,Super Alko,"Rüütli SuperAlko Rüütli 4, Tartu 51007",58.3807934,26.7219338,,,,
SuperAlko Viljandi,Super Alko,"Leola 14A, Viljandi 71012",58.3671556,25.5917593,,,,
Superalko/Cityalko,Super Alko,"Kooli 6, Võru",57.8459535,27.008621,,,,
Tartu Terminal Emajõe teenindusjaam,Terminal,"Rebase 18a, Tartu",58.3686262,26.7452578,,,,
Tartu Terminal Jüri teenindusjaam,Terminal,Terminal Jüri,59.3605524,24.8695195,,,,
Tartu Terminal Kiiu teenindusjaam,Terminal,Vana Narva mnt 7,59.4576346,24.9419109,,,,
Tartu Terminal Kivilinna teenindusjaam,Terminal,"Jaama 173a, Tartu",58.3795194,26.7661648,,,,
Tartu Terminal Kärkna teenindusjaam,Terminal,"Kärkna, Tartumaa",58.4630662,26.6422463,,,,
Tartu Terminal Küüni pood,Terminal,"Küüni 5, 51004 Tartu",58.3793979,26.7232626,,,,
Tartu Terminal Narva Jõesuu teenindusjaam,Terminal,Poska 26 Narva-Jõesuu 29023,59.4625687,28.04399,,,,
Tartu Terminal Nõo teenindusjaam,Terminal,"Raudtee 2A, Nõo vald, Tartumaa",58.282522,26.5300055,,,,
Tartu Terminal Põltsamaa teenindusjaam,Terminal,"Kuningamäe küla, 48011, Jõgeva",58.6427265,25.9371391,,,,
Tartu Terminal Põlva teenindusjaam,Terminal,"Jaama 71B, Põlva",58.0710078,27.0834777,,,,
Tartu Terminal Raadi teenindusjaam,Terminal,"CP5X+3R Tila, Tartu maakond",58.4076875,26.7495625,,,,
Tartu Terminal Saverna ,Terminal,"Saverna, 63418 Põlva maakond",58.074575,26.7142606,,,,
Tartu Terminal Tõrvandi teenindusjaam,Terminal,"Kauba tee 4, Tõrvandi",58.3217477,26.713185,,,,
Võru TÜ Võru Maksimarket,Muu,"Jüri, 83, Võru, 65604, Võru maakond",57.8353105,27.0101852,,,,
